id,page,bbox,text length,text
715,page 18 of ../pdf/orsted sustainability report.pdf,"(39.710205078125, 617.3534545898438, 97.22919464111328, 644.884521484375)",5,Examples of  partnerships and  collaborations 
716,page 18 of ../pdf/orsted sustainability report.pdf,"(117.66220092773438, 617.3604125976562, 709.2322387695312, 644.8914794921875)",15,• Sustainable Biomass Programme (SBP) • Forest Stewardship Council® (FSC®) Examples of  partnerships and  collaborations 
717,page 18 of ../pdf/orsted sustainability report.pdf,"(729.665283203125, 617.4164428710938, 912.22998046875, 644.618408203125)",19,• World Wildlife Foundation DK • UNGC Action Platform for Sustainable Ocean Business • Offshore Energy and Nature Coalition  
718,page 18 of ../pdf/orsted sustainability report.pdf,"(943.6832885742188, 617.4234619140625, 1143.8480224609375, 635.6234130859375)",15,"Pro-NJ Grantor Trust, US  •  Onside - Horizon Youth Zone, UK  •   Dayeh University, Taiwan "
719,page 18 of ../pdf/orsted sustainability report.pdf,"(39.71728515625, 655.1464233398438, 920.393310546875, 682.3974609375)",44,SDG contribution 15.2: We minimise our potential negative impacts on forests  and promote sustainable forest management. SDG contribution 14.2 and 15.5: We work to mitigate our impacts on marine  and coastal ecosystems and take action to halt the loss of  biodiversity and natural habitats. 
720,page 18 of ../pdf/orsted sustainability report.pdf,"(943.6832885742188, 655.202392578125, 1144.10693359375, 682.4044189453125)",25,"8.3, 8.5 and 11.A: We support decent job creation and  positive economic, social, and environmental development of  local communities in the markets where we operate. "
721,page 18 of ../pdf/orsted sustainability report.pdf,"(39.71728515625, 692.9324340820312, 80.42928314208984, 711.46142578125)",3,Targets and  indicators 
722,page 18 of ../pdf/orsted sustainability report.pdf,"(117.66928100585938, 692.9324340820312, 692.4252319335938, 711.46142578125)",8,Certified sustainable biomass sourced (%) Targets and  indicators 
723,page 18 of ../pdf/orsted sustainability report.pdf,"(729.665283203125, 692.9324340820312, 1050.0965576171875, 711.46142578125)",12,Red-List species recorded in areas with   Ørsted offshore operations Local communities engagement 
724,page 18 of ../pdf/orsted sustainability report.pdf,"(125.1968002319336, 24.342693328857422, 269.6592102050781, 46.85469436645508)",9,Addressing the sustainability impacts   of the green energy transformation 
725,page 18 of ../pdf/orsted sustainability report.pdf,"(39.678672790527344, 24.286693572998047, 1151.318603515625, 35.1746940612793)",6,Ørsted Sustainability report 2020 37   36 
726,page 19 of ../pdf/orsted sustainability report.pdf,"(376.4458923339844, 800.6414184570312, 390.79791259765625, 809.1824340820312)",1,2019 
727,page 19 of ../pdf/orsted sustainability report.pdf,"(377.7218933105469, 735.9489135742188, 389.5218505859375, 746.8369140625)",1,4.9 
728,page 19 of ../pdf/orsted sustainability report.pdf,"(423.747802734375, 800.6414184570312, 498.166259765625, 809.1824340820312)",3,2020 2025 target 
729,page 19 of ../pdf/orsted sustainability report.pdf,"(425.9469909667969, 749.268798828125, 437.67498779296875, 760.1567993164062)",1,3.6 
730,page 19 of ../pdf/orsted sustainability report.pdf,"(474.35498046875, 756.2208251953125, 485.6429443359375, 767.1088256835938)",1,2.9 
731,page 19 of ../pdf/orsted sustainability report.pdf,"(161.79629516601562, 800.6414184570312, 176.14828491210938, 809.1824340820312)",1,2019 
732,page 19 of ../pdf/orsted sustainability report.pdf,"(163.79629516601562, 729.3272705078125, 174.14830017089844, 740.2152709960938)",1,84 
733,page 19 of ../pdf/orsted sustainability report.pdf,"(209.09820556640625, 800.6414184570312, 225.22470092773438, 809.1824340820312)",1,2020 
734,page 19 of ../pdf/orsted sustainability report.pdf,"(212.49339294433594, 733.33837890625, 221.8293914794922, 744.2263793945312)",1,78 
735,page 19 of ../pdf/orsted sustainability report.pdf,"(774.2805786132812, 799.9365844726562, 836.8626098632812, 808.4776000976562)",2,2018 2019 
736,page 19 of ../pdf/orsted sustainability report.pdf,"(823.81201171875, 737.7935180664062, 835.56396484375, 748.6815185546875)",1,9.4 
737,page 19 of ../pdf/orsted sustainability report.pdf,"(869.8140258789062, 799.791015625, 885.9404907226562, 808.33203125)",1,2020 
738,page 19 of ../pdf/orsted sustainability report.pdf,"(874.5891723632812, 729.7064208984375, 881.1651611328125, 740.5944213867188)",1,11 
739,page 19 of ../pdf/orsted sustainability report.pdf,"(776.1091918945312, 736.2744140625, 787.3411865234375, 747.1624145507812)",1,9.7 
740,page 19 of ../pdf/orsted sustainability report.pdf,"(39.68510055541992, 98.24000549316406, 905.3892211914062, 117.48605346679688)",15,Programme overview 11  Resource management 12  Workplace safety  Programme overview 13  Employee health and well-being  
741,page 19 of ../pdf/orsted sustainability report.pdf,"(39.68510055541992, 127.73023223876953, 313.5740051269531, 172.98529052734375)",42,"Sustainability  challenge Consumption and recycling of resources: Natural resources  are currently being used faster than their reproduction rate.  This impacts natural ecosystems, e.g. through water scarcity  and waste pollution. To reduce consumption and ensure  availability, it is crucial to use resources sustainably. "
742,page 19 of ../pdf/orsted sustainability report.pdf,"(331.65509033203125, 127.73731231689453, 518.6236572265625, 163.9903564453125)",28,"Safety, health, and well-being: Valuing and protecting  the physical safety of our employees and contractors  can positively influence the welfare of individuals and the  communities where we operate.  "
743,page 19 of ../pdf/orsted sustainability report.pdf,"(651.9680786132812, 127.74433135986328, 927.6328735351562, 154.995361328125)",27,"Societal challenge Health and well-being: Companies have a responsibility  to provide the physical, social, and psychological working  conditions that allow people to lead whole and healthy lives. "
744,page 19 of ../pdf/orsted sustainability report.pdf,"(943.93701171875, 127.08313751220703, 1110.765869140625, 140.22314453125)",5,Mental health during the pandemic 
745,page 19 of ../pdf/orsted sustainability report.pdf,"(943.93701171875, 153.9029998779297, 1139.902587890625, 248.4149932861328)",59,"COVID-19 has left its mark on our business, as with  countless others. Thanks to our hard-working and  robust staff, we have not experienced any decrease  in business performance or productivity so far.  However, the physical, social, and mental health of  our employees has been affected – as expressed  through signs of anxiety and a general sense of  decreased well-being.  "
746,page 19 of ../pdf/orsted sustainability report.pdf,"(943.93701171875, 261.9029846191406, 1145.7196044921875, 392.4150085449219)",73,"COVID-19 has impacted our employees working  from home in different ways and to varying degrees.  A lack of proper office equipment, exercise, and  movement has affected their physical condition. In  the absence of physical collaboration and meetings  with colleagues, our employees’ social working  environment has been dominated by many virtual  meetings. Some have experienced increased levels  of disengagement, exhaustion, and fatigue, while  others have encountered more serious complications  requiring psychiatric or psychological treatment. "
747,page 19 of ../pdf/orsted sustainability report.pdf,"(943.93701171875, 405.9029846191406, 1145.4857177734375, 584.4149780273438)",122,"We have kept these impacts front of mind through- out the year, establishing a suite of initiatives to  address them. For physical health issues, for example,  we have developed guidance for tending to physical  conditions, accessing fresh air, and maintaining  healthy living, and shared it with all employees. Simi- larly, for social well-being, we have actively changed  our ways of working to include more interactive ac- tivities and informal virtual get-togethers which sup- port team spirit and create spaces to talk through  the ups and downs of the working day. For mental  well-being, we have shared resources to ensure all  our employees can access support and emergency  contacts whenever they need it. Such support is also  freely available through our health insurance. "
748,page 19 of ../pdf/orsted sustainability report.pdf,"(943.93701171875, 597.9030151367188, 1137.31787109375, 728.4149780273438)",87,"We take our responsibility for employee mental  health very seriously. Throughout 2020, our lead- ership has continually emphasised the importance  of not simply focusing on achieving our business  targets, but, even more importantly, of celebrating  efforts which will secure employee health well into  2021. We have also held a series of virtual roundta- bles to help our managers support and talk about  mental health within their teams. In 2021, we will  continue our efforts to care for the physical, social,  and mental well-being of all our employees.  "
749,page 19 of ../pdf/orsted sustainability report.pdf,"(39.68510055541992, 183.50331115722656, 318.57696533203125, 228.75836181640625)",39,"Our approach We strive to minimise our consumption of resources, including  water in our operations and supply chain through action  plans and targets. We collaborate with our peers, suppliers,  and contractors to improve recycling rates and reduce landfill  disposal.  "
750,page 19 of ../pdf/orsted sustainability report.pdf,"(331.65509033203125, 183.55938720703125, 527.8431396484375, 228.76544189453125)",41,"We strive to create a safe workplace for employees and  contractors working for Ørsted, and we incorporate safety  into all our decisions and actions. In our work, we actively  pursue a best practice, seeking high efficiency in the way we  work. "
751,page 19 of ../pdf/orsted sustainability report.pdf,"(651.9680786132812, 183.51747131347656, 931.2880859375, 237.7745361328125)",54,"Our approach We implement a holistic approach to physical, social and  psychological health and mental well-being through our  Ørsted Life framework. We train and support managers in  science-based stress prevention, and use data and research to  develop health and well-being initiatives. We offer employees  access to services, also while they are working from home. "
752,page 19 of ../pdf/orsted sustainability report.pdf,"(39.68499755859375, 248.3025665283203, 319.0423583984375, 401.581787109375)",134,"Our progress • We continuously work to increase the reuse and recycling  rates of all our waste fractions. The majority of our waste  is oil-containing wastewater and bioashes from CHPs, and,  in 2020, the vast majority of these types of waste were  reused or recycled. The remainder of our waste primarily  comes from CHP plants, Renescience, offshore wind  operations, and administration, and reuse or recycling of it is  more challenging. • We commissioned Renescience, a waste-to-energy plant in  Northwich, UK. The plant has the potential to decarbonise  power and heat generation and sort waste into source  materials, such as plastic and metal, for recycling. • We have created new waste and water management  policies, and improved reporting frameworks complying  with GRI standards. • All our fully operational sites work in accordance with ISO  14001. "
753,page 19 of ../pdf/orsted sustainability report.pdf,"(331.6549987792969, 248.38677978515625, 531.7623901367188, 392.614990234375)",124,"• We have achieved our best-ever safety performance,  expressed by a TRIR (total reportable injury rate) of 3.6. This  corresponds to a 27 % decrease of recordable injuries since  2019. • We have successfully implemented a new, shared QHSE  management system called ‘way we work’. It contains the  processes, policies, and instructions that describe employee  tasks and specify job requirements. • We are in the process of getting our new QHSE  management system certified according to ISO 14001 and  ISO 45001. • We are implementing an Enterprise Risk Management  concept to further ensure the prioritisation of safety issues  and allocation of our resources and attention. • All our fully operational sites operate in accordance with  the ISO 45001 standard for occupational health and safety. "
754,page 19 of ../pdf/orsted sustainability report.pdf,"(651.9749755859375, 248.36598205566406, 931.4771728515625, 428.6512451171875)",168,"Our progress • We have developed guidelines and material on best  practice in remote working during the COVID-19 pandemic,  including physical exercises, psychosocial health guidelines,  and safety briefings when working from home. • During the COVID-19 pandemic, our People & Development  team has provided managers with additional support on  how to be aware of mental pressure in their teams, and  how they can address and alleviate such pressure.  • For World Mental Health Day, we focused on the COVID-19  situation and encouraged employees to reach out to each  other to connect and offer mutual support. • We are piloting the Howdy app in our Offshore business to  mitigate stress and provide early stress interventions. • We are revising our harassment and bullying policy to  provide easier and more accessible guidance on how to  handle cases of bullying and harassment. • The Danish harassment policy has been updated according  to new legislative requirements in Denmark.  • All employees have been offered flu vaccines as preventive  measures for physical health.  "
755,page 19 of ../pdf/orsted sustainability report.pdf,"(39.6920166015625, 439.1792297363281, 310.6961975097656, 475.4322814941406)",33,Actions to become future-fit Collaborate with peer companies and governments to  improve blade recycling and establish circular-focused  decommissioning plans for our offshore wind farms. Partner  with our suppliers to minimise our resource consumption. 
756,page 19 of ../pdf/orsted sustainability report.pdf,"(331.6619873046875, 439.186279296875, 927.34716796875, 466.43731689453125)",45,"Continue to embed QHSE in our working culture through joint  efforts with our contractors and suppliers. Actions to become future-fit Continue to develop services to improve the health and well- being of our employees, gather health data across locations,  and strengthen our digital service offerings. "
757,page 19 of ../pdf/orsted sustainability report.pdf,"(39.69195556640625, 485.9602966308594, 315.799072265625, 513.2113647460938)",23,"Our governance The QHSE Committee oversees progress, while  implementation is carried out by the individual business units  with support from the QHSE department. "
758,page 19 of ../pdf/orsted sustainability report.pdf,"(331.66192626953125, 486.0163269042969, 509.3435363769531, 522.2203369140625)",30,"The Vice President of QHSE is accountable for safety,  while the QHSE Committee oversees progress. The  QHSE management team is responsible for the overall  implementation of our safety management systems. "
759,page 19 of ../pdf/orsted sustainability report.pdf,"(651.9749145507812, 485.974365234375, 921.3548583984375, 495.5013732910156)",10,Our governance Accountability lies with the Chief Human Resources Officer. 
760,page 19 of ../pdf/orsted sustainability report.pdf,"(39.69183349609375, 532.7483520507812, 294.6178283691406, 559.9993896484375)",24,"Policy and link to  more information • Ørsted QHSE policy, management policy, and water  management policy • ESG performance report: Sections 2.11 and 2.12 "
761,page 19 of ../pdf/orsted sustainability report.pdf,"(331.6618347167969, 532.8043823242188, 458.7397155761719, 560.0064086914062)",18,"• Ørsted QHSE policy • ESG performance report:  Section 3.4  • Annual report, pages 14, 33, and 39 "
762,page 19 of ../pdf/orsted sustainability report.pdf,"(651.9818115234375, 532.7623901367188, 853.6798706054688, 560.013427734375)",20,Policy and link to  more information • Anti-bullying and harassment policy • Whistle-blower Hotline • ESG performance report: Section 3.1 
763,page 19 of ../pdf/orsted sustainability report.pdf,"(39.6988525390625, 570.5414428710938, 83.3298568725586, 598.0724487304688)",4,International frameworks of reference 
764,page 19 of ../pdf/orsted sustainability report.pdf,"(117.65084838867188, 570.5484008789062, 695.619873046875, 598.0794677734375)",9,• N/A • ISO 45001 International frameworks of reference 
765,page 19 of ../pdf/orsted sustainability report.pdf,"(729.94091796875, 570.6043701171875, 887.272216796875, 588.8043823242188)",15,• WHO Healthy Workplaces: A model for action  • The NIOSH Total Worker Health Programme 
766,page 19 of ../pdf/orsted sustainability report.pdf,"(39.7059326171875, 608.327392578125, 97.22492218017578, 635.8583984375)",5,Examples of  partnerships and  collaborations 
767,page 19 of ../pdf/orsted sustainability report.pdf,"(117.65792846679688, 608.3834228515625, 313.3554382324219, 635.5853881835938)",24,"• Kalundborg Symbiosis – the world’s first industrial  symbiosis. Equinor receives our excess flue gas condensate. • DecomBlades, partly funded by Innovation Fund Denmark "
768,page 19 of ../pdf/orsted sustainability report.pdf,"(331.6759338378906, 608.3413696289062, 709.5149536132812, 635.8724365234375)",7,• N/A Examples of  partnerships and  collaborations 
769,page 19 of ../pdf/orsted sustainability report.pdf,"(729.947998046875, 608.3973388671875, 923.7826538085938, 635.599365234375)",22,"• In Denmark, PFA for health insurance, and health and well- being activities. Globally, health and well-being service  providers, and fitness facilities. "
770,page 19 of ../pdf/orsted sustainability report.pdf,"(39.7130126953125, 646.1273803710938, 311.2624816894531, 682.38037109375)",29,"SDG contribution 12.4 and 12.5: We work to minimise our resource  consumption, including hazardous waste.  6.4 and 6.5 We improve water quality by reducing pollution  and increasing water-use efficiency. "
771,page 19 of ../pdf/orsted sustainability report.pdf,"(331.6829833984375, 646.1343383789062, 922.4114990234375, 664.3833618164062)",36,8.8: We contribute to safe working environments through our  safety approach and targets. SDG contribution 3: We promote the health and well-being of our employees  by actively creating the space for all to live healthy lives.  
772,page 19 of ../pdf/orsted sustainability report.pdf,"(39.71295166015625, 692.9083251953125, 80.4249496459961, 711.4373779296875)",3,Targets and  indicators 
773,page 19 of ../pdf/orsted sustainability report.pdf,"(117.66494750976562, 692.9083251953125, 313.11199951171875, 711.4373779296875)",17,Other waste from production and administration reused or  recycled (excluding wastewater from the oil pipeline) - (%) 
774,page 19 of ../pdf/orsted sustainability report.pdf,"(331.68292236328125, 692.9083251953125, 515.1863403320312, 711.1573486328125)",12,Total recordable injuries per million hours worked (TRIR) (per million hours worked) 
775,page 19 of ../pdf/orsted sustainability report.pdf,"(651.9959106445312, 692.9083251953125, 692.7078857421875, 711.4373779296875)",3,Targets and  indicators 
776,page 19 of ../pdf/orsted sustainability report.pdf,"(729.9478759765625, 692.9083251953125, 930.089599609375, 711.4373779296875)",16,Share of employees that have recorded incidents of stress —  both light and heavy cases (%) 
777,page 19 of ../pdf/orsted sustainability report.pdf,"(125.19380187988281, 24.342693328857422, 474.8161315917969, 46.85469436645508)",13,Ensuring responsible business practice Addressing the sustainability impacts   of the green energy transformation 
778,page 19 of ../pdf/orsted sustainability report.pdf,"(39.678672790527344, 24.286693572998047, 1150.8626708984375, 35.1746940612793)",6,Ørsted Sustainability report 2020 39   38 
779,page 20 of ../pdf/orsted sustainability report.pdf,"(873.7017822265625, 800.6414184570312, 889.8282470703125, 809.1824340820312)",1,2020 
780,page 20 of ../pdf/orsted sustainability report.pdf,"(876.8369140625, 720.911376953125, 886.6929321289062, 731.7993774414062)",1,26 
781,page 20 of ../pdf/orsted sustainability report.pdf,"(899.6949462890625, 800.6414184570312, 918.9024047851562, 816.1829223632812)",2,2023  target 
782,page 20 of ../pdf/orsted sustainability report.pdf,"(904.1296997070312, 710.9959716796875, 914.4736938476562, 721.8839721679688)",1,30 
783,page 20 of ../pdf/orsted sustainability report.pdf,"(769.7871704101562, 800.6414184570312, 785.9136352539062, 809.1824340820312)",1,2020 
784,page 20 of ../pdf/orsted sustainability report.pdf,"(772.7584228515625, 735.7824096679688, 782.9424438476562, 746.67041015625)",1,20 
785,page 20 of ../pdf/orsted sustainability report.pdf,"(795.7801513671875, 800.6414184570312, 814.9876098632812, 816.1829223632812)",2,2023  target 
786,page 20 of ../pdf/orsted sustainability report.pdf,"(800.5831298828125, 730.8244018554688, 810.191162109375, 741.71240234375)",1,22 
787,page 20 of ../pdf/orsted sustainability report.pdf,"(743.1378173828125, 800.6414184570312, 757.4898681640625, 809.1824340820312)",1,2019 
788,page 20 of ../pdf/orsted sustainability report.pdf,"(746.2338256835938, 753.1318359375, 754.393798828125, 764.0198364257812)",1,13 
789,page 20 of ../pdf/orsted sustainability report.pdf,"(847.0521850585938, 800.6414184570312, 861.4042358398438, 809.1824340820312)",1,2019 
790,page 20 of ../pdf/orsted sustainability report.pdf,"(849.39208984375, 723.388671875, 859.0640869140625, 734.2766723632812)",1,25 
791,page 20 of ../pdf/orsted sustainability report.pdf,"(146.202880859375, 800.6414184570312, 390.79791259765625, 809.1824340820312)",2,2019 2019 
792,page 20 of ../pdf/orsted sustainability report.pdf,"(148.75389099121094, 728.239013671875, 388.70587158203125, 739.1270141601562)",2,77 77 
793,page 20 of ../pdf/orsted sustainability report.pdf,"(193.50479125976562, 800.6414184570312, 439.8742980957031, 809.1824340820312)",2,2020 2020 
794,page 20 of ../pdf/orsted sustainability report.pdf,"(196.94300842285156, 726.0408935546875, 436.47900390625, 739.1259155273438)",3,78 77 80 
795,page 20 of ../pdf/orsted sustainability report.pdf,"(231.30340576171875, 800.6414184570312, 268.2168884277344, 809.1824340820312)",2,2020 target 
796,page 20 of ../pdf/orsted sustainability report.pdf,"(39.68510055541992, 98.24000549316406, 848.4002685546875, 117.48605346679688)",14,Programme overview 14  Employee development 15 Employee satisfaction Programme overview 16  Inclusion of diversity  
797,page 20 of ../pdf/orsted sustainability report.pdf,"(39.68510055541992, 127.73023223876953, 319.1798095703125, 163.9832763671875)",31,"Sustainability  challenge Employee development and retention: As global competition  for the best talent intensifies, businesses must improve the  development and retention of existing staff and engage new  talent from different backgrounds. "
798,page 20 of ../pdf/orsted sustainability report.pdf,"(331.65509033203125, 127.73725128173828, 533.2200927734375, 163.99029541015625)",28,Employee satisfaction and retention: Creating a work  environment where all employees thrive and are motivated  to help create a sustainable business is essential for sustaining  long-term value creation. 
799,page 20 of ../pdf/orsted sustainability report.pdf,"(651.9680786132812, 127.74427032470703, 927.5713500976562, 154.99530029296875)",25,Societal challenge Inclusion of diversity: Respecting diversity and promoting an  inclusive workplace culture and diversity in management is  key to encouraging and valuing individual characteristics. 
800,page 20 of ../pdf/orsted sustainability report.pdf,"(943.93701171875, 127.08313751220703, 1059.7760009765625, 140.22314453125)",3,Diversity of perspectives 
801,page 20 of ../pdf/orsted sustainability report.pdf,"(943.93701171875, 153.9029998779297, 1143.8536376953125, 248.4149932861328)",51,"Diversity of personality, lifestyle, work experience,  educational background, ethnicity, age, culture,  disability, gender, and sexual orientation increases  the diversity of perspectives in companies. Diverse  perspectives are crucial for fostering more nuanced  debates and more creative, dynamic, and empa- thetic workplace environments, which in turn lead to  better business decisions and results.  "
802,page 20 of ../pdf/orsted sustainability report.pdf,"(943.93701171875, 261.9029846191406, 1145.7210693359375, 356.4150085449219)",70,"At Ørsted, we strongly believe in the value of a diverse  organisation. We aspire to create an environment  where everyone can thrive, perform, and grow. In a year  marked by global social movements across the world,  displaying gender and racial injustices within our socie- ties, 2020 has only sharpened our commitment. We all  have the responsibility to take an active role to shape  a more open, diverse, and inclusive society.  "
803,page 20 of ../pdf/orsted sustainability report.pdf,"(943.93701171875, 369.9029846191406, 1145.1500244140625, 668.4149780273438)",181,"As we increase our global presence, we want to  attract, develop, and retain a workforce that reflects  the diversity of the communities we operate in. As  part of our inclusion of diversity programme, in 2020,  we launched a company-wide ‘inclusion of diversity  insights survey’ to gain insights from our employees  on opportunities and challenges within Ørsted. It  showed that employees take much pride in working  at Ørsted, feel a high degree of psychological safety,  and that most of them would recommend Ørsted  as a great place to work. In addition, the survey  provided clear direction on how and where we are to  strengthen our approach:  •  Maintain our strong commitment to equal  opportunities in the workplace and further  increase the transparency on equal pay and  equal opportunities to employees.  •  Create an even more inclusive workplace where  all employees feel they can bring their whole  selves to work.  •  Build on the learnings from working during  COVID-19, including that working virtually is a  positive driver of inclusion across geographies  and providing more flexible work conditions can  increase motivation, efficiency, and well-being.  "
804,page 20 of ../pdf/orsted sustainability report.pdf,"(943.93701171875, 681.9030151367188, 1144.070068359375, 788.4149780273438)",71,"In 2021, to deepen our inclusion of diversity pro- gramme, we will introduce an ‘Inclusion Index’ which  leaders and teams across the organisation can use  to better understand potential challenges, drive  initiatives, and track progress. We aspire to make the  Inclusion Index an integral part of the continuous  dialogue in our teams on employee satisfaction and  motivation, enabling everyone to contribute to cre- ating a still more diverse and inclusive culture. "
805,page 20 of ../pdf/orsted sustainability report.pdf,"(39.68510055541992, 174.50331115722656, 318.9639892578125, 237.76239013671875)",54,"Our approach We are building a culture of continuous learning and  development with individual development as a starting point.  We provide development opportunities through on-the-job  experience, networks, and formal learning. We provide digital  and in-person learning opportunities for all employees. And,  we have tailored programmes for selected early-career  talents, senior specialists, managers, and executives. "
806,page 20 of ../pdf/orsted sustainability report.pdf,"(331.65509033203125, 174.56640625, 531.8822631835938, 237.7764892578125)",53,"We measure employee satisfaction and motivation through  an annual employee engagement survey to monitor whether  employees are thriving in their work environment. We  measure the perception of Ørsted as a workplace, including  daily tasks, workload, and relationships with managers.  We use responses to identify areas of improvement at  managerial, departmental, and company levels. "
807,page 20 of ../pdf/orsted sustainability report.pdf,"(651.9680786132812, 174.53150939941406, 931.4561157226562, 237.79058837890625)",57,"Our approach As we grow as a company, we are refining how we create  a diverse workplace and diversity in management. Our  approach is made up of targeted actions which embed  inclusion of diversity in our People & Development processes,  comprehensive management training on inclusion-of-diversity  practices, and activities shaping inclusive organisational  behaviour in management and in general.  "
808,page 20 of ../pdf/orsted sustainability report.pdf,"(39.68499755859375, 248.31861877441406, 318.8301696777344, 446.60791015625)",178,"Our progress • We have established a leadership role in our Global Talent  function (a Head of Talent Identification & Deployment).  • We have increased investment in our learning platform,  Ørsted Academy (in-person, virtual, and digital training). • We have launched several new virtual initiatives for  employee development, including webinar sessions on  career development, a new learning management system,  and a global learning week for employees to learn about  Ørsted’s business from internal and external speakers. • We have missed our 2020 target despite significant  investments in 2019 and 2020 in employee learning  resources and programmes and in enabling managers to  develop their talent. In 2020, employees’ perception of their  opportunities to develop improved. We appreciate that  cultural change takes time, and our efforts are reflected in  our overall employee development score, which primarily  focuses on the embedding of learning and development in  the organisational culture.  • In 2021, we will continue our determined efforts on  developing our learning culture and resources, on building  manager capability, and ensuring employees understand  how they can be accountable for their development. "
809,page 20 of ../pdf/orsted sustainability report.pdf,"(331.6549987792969, 248.409912109375, 529.8941650390625, 329.6240234375)",71,"• We have improved our overall employee satisfaction and  motivation score from the annual employee engagement  survey by one point, bringing it to 78. • We have maintained our position in the top 10 %  among our peer benchmarking companies for employee  satisfaction. • 95 % of our employees responded to the annual employee  engagement survey – an increase from previous years –  which provided a strong foundation for the results. "
810,page 20 of ../pdf/orsted sustainability report.pdf,"(651.9749755859375, 248.37501525878906, 931.2893676757812, 446.664306640625)",178,"Our progress • We have appointed a new Head of Global Inclusion & Well- being to build a team to further strengthen our inclusion  and well-being efforts. • We launched a company-wide ‘Inclusion of diversity insights  survey’, which provided actionable insights from 4,000  employees on opportunities and challenges to improving  inclusion of diversity at Ørsted. • For the third year in a row, Ørsted was a sponsor of  Copenhagen Pride, which is one of a series of global events  to celebrate LGBT+ pride.  • In September, we supported the UK-based LGTB+ rights  organisation Stonewall by signing a letter to the British  government declaring our support for the legislative rights  of transgender individuals.  • We launched a series of inclusion awareness activities and  panel events across the company. • Our inclusion networks were merged, supported by  management, and, now, we have a global platform for all  inclusion networks at Ørsted.  • We hosted a virtual ‘Girls’ day in Science’, introduced the  Ørsted STEM Troops, and collaborated with the ‘Above and  Beyond’ role models to promote gender balance in STEM. "
811,page 20 of ../pdf/orsted sustainability report.pdf,"(39.6920166015625, 457.1922912597656, 530.9309692382812, 484.4433288574219)",43,"Actions to become future-fit Continue the capability building of managers and support  employees to take ownership of their own development.  Our Executive Committee will continue to engage directly  with our organisation, so all employees understand how their  work contributes to our company vision. "
812,page 20 of ../pdf/orsted sustainability report.pdf,"(651.9749755859375, 457.1993103027344, 926.0310668945312, 484.4503479003906)",27,"Actions to become future-fit Include more inclusive leadership training, embed inclusion  of diversity in our People & Development processes, develop  flexible working conditions and build inclusive teams. "
813,page 20 of ../pdf/orsted sustainability report.pdf,"(39.69195556640625, 494.97833251953125, 313.5870666503906, 522.2293701171875)",20,"Our governance Accountability for our talent strategy lies with the Executive  Committee, while the People & Development team  spearhead implementation. "
814,page 20 of ../pdf/orsted sustainability report.pdf,"(331.66192626953125, 495.03436279296875, 532.9118041992188, 540.2404174804688)",37,"Accountability lies with the Chief Human Resources Officer.  The Group Cooperation Committee, comprised of employee  representatives, and the Executive Committee oversee the  results of the engagement survey. Our P&D function conducts  the survey and oversees improvement actions. "
815,page 20 of ../pdf/orsted sustainability report.pdf,"(651.9749145507812, 494.9924011230469, 920.5296020507812, 531.2454833984375)",33,"Our governance Accountability lies with the Chief Human Resources  Officer and the Executive Committee. In the UK, a Steering  Committee oversees and approves activities and a People  Leadership Team endorses activities driven globally. "
816,page 20 of ../pdf/orsted sustainability report.pdf,"(39.69183349609375, 550.7684326171875, 868.7367553710938, 569.2974853515625)",37,Policy and link to  more information • ESG performance report: Section 3.1 • ESG performance report: Section 3.1 Policy and link to  more information • Ørsted Global inclusion & diversity policy • ESG performance report: Section 3.2  
817,page 20 of ../pdf/orsted sustainability report.pdf,"(39.6988525390625, 579.5454711914062, 83.3298568725586, 607.0764770507812)",4,International frameworks of reference 
818,page 20 of ../pdf/orsted sustainability report.pdf,"(117.65084838867188, 579.5524291992188, 695.619873046875, 607.08349609375)",8,• N/A • N/A International frameworks of reference 
819,page 20 of ../pdf/orsted sustainability report.pdf,"(729.94091796875, 579.6083984375, 899.0865478515625, 606.8104248046875)",20,• UN Convention on Discrimination Against Women  • UN LGBTI Standards of Conduct for Business • UN Women Working Group 
820,page 20 of ../pdf/orsted sustainability report.pdf,"(39.7059326171875, 617.3384399414062, 97.22492218017578, 644.8694458007812)",5,Examples of  partnerships and  collaborations 
821,page 20 of ../pdf/orsted sustainability report.pdf,"(117.65792846679688, 617.3453979492188, 709.5149536132812, 644.87646484375)",9,• N/A • N/A Examples of  partnerships and  collaborations 
822,page 20 of ../pdf/orsted sustainability report.pdf,"(729.947998046875, 617.4013671875, 823.8381958007812, 644.6033935546875)",14,• World Pride for 2021 • EMEA D&I network • The Association New Dane 
823,page 20 of ../pdf/orsted sustainability report.pdf,"(39.7130126953125, 655.1314086914062, 930.581787109375, 673.38037109375)",40,"SDG contribution N/A 3: We contribute to the good health and well-being target  through our focus on engaging employees in their work life. SDG contribution 5: We conduct business with accountability and responsibility,  ensuring respect for employees, partners, and suppliers. "
824,page 20 of ../pdf/orsted sustainability report.pdf,"(39.71295166015625, 683.9083862304688, 80.4249496459961, 702.4373779296875)",3,Targets and  indicators 
825,page 20 of ../pdf/orsted sustainability report.pdf,"(117.66494750976562, 683.9083862304688, 692.7078857421875, 702.4373779296875)",13,Employee learning and development (index 0-100) Employee satisfaction (index 0-100)  Targets and  indicators 
